,STATION CODE,LOCATIONS,STATE,Temp,DO,PH,Conductivity,BOD,NI,Fec_col,Tot_col,year,WQI,WQI clf
863,2288,R PALLICKAL AT NELLIMUKAL,Kerala,27.9,6.4,6.8,83.0,0.5,0.42,175.0,575.0,2011.0,44.461310434782604,3
864,1156,"PAMBA AT CHENGANNUR, KERALA",Kerala,27.8,7.0,6.6,50.0,0.6,0.75,295.0,578.0,2011.0,41.66946869565217,3
865,1341,"PAMBA AT THAKAZHY, KERALA",Kerala,27.8,6.7,6.8,76.0,1.2,1.21,310.0,625.0,2011.0,52.29378289855073,2
866,1565,"PAMBA DOWN, KERALA",Kerala,28.3,6.7,6.6,64.0,0.9,1.35,428.0,838.0,2011.0,48.83350956521738,3
867,17,PERIYAR NEAR ALWAYENANELOOR,Kerala,27.5,5.6,6.9,943.0,1.5,0.4,655.0,1925.0,2011.0,69.99001942028987,2
868,18,"PERIYAR AT KALADY, KERALA",Kerala,26.3,7.4,7.0,38.0,0.9,0.26,386.0,1196.0,2011.0,51.435567536231886,2
869,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",Kerala,27.0,6.7,6.9,43.0,1.0,0.3,1043.0,2750.0,2011.0,68.8194295652174,2
870,2333,RIVER PERIYAR AT MUPPATHADAM,Kerala,27.4,7.1,7.3,48.0,1.5,0.36,595.0,1775.0,2011.0,68.15744173913043,2
871,2334,RIVER PERIYAR AT PATHALAM,Kerala,27.0,6.2,6.8,309.0,1.6,0.39,1129.0,2725.0,2011.0,76.76352434782608,1
872,2335,R PERIYAR AT KALAMASSERY,Kerala,27.4,5.2,6.8,61.0,1.8,0.33,1123.0,2650.0,2011.0,83.13457391304347,1
873,2336,R PERIYAR AT PURAPPALLIKAVU,Kerala,27.3,6.8,6.9,995.0,1.1,0.24,349.0,1258.0,2011.0,53.76078260869566,2
874,2300,R PERUVAMBA AT CHANDAPPURA,Kerala,27.0,6.8,6.9,52.0,0.9,0.45,39.0,198.0,2011.0,44.72168260869566,3
875,2303,R PULLUR AT PULLUR BR.,Kerala,27.8,6.2,6.6,44.0,0.7,0.21,715.0,1630.0,2011.0,55.85644434782608,2
876,2290,R PUZHACKAL AT PUZHACKAL BRIDGE,Kerala,28.4,4.5,6.5,77.0,1.1,0.34,400.0,2675.0,2011.0,59.12959594202899,2
877,2305,R SHRIYA AT ANGADIMOGARU,Kerala,28.8,7.0,7.4,69.0,1.0,0.12,230.0,660.0,2011.0,57.61510869565218,2
878,2296,R THALLASSERY AT PATHIPPALAM,Kerala,25.9,6.5,6.8,58.0,0.5,0.24,303.0,1026.0,2011.0,46.88306347826087,3
879,2292,R THIRUR AT THALAKKADATHUR BRIDGE,Kerala,28.0,4.6,6.9,98.0,0.6,0.11,168.0,348.0,2011.0,55.50684231884059,2
880,2306,R UPPALA AT  UPPALA BR.,Kerala,28.5,6.6,7.3,12327.0,0.6,0.71,1326.0,2210.0,2011.0,81.58652318840579,1
881,1442,"VAMANAPURAM, KERALA",Kerala,28.8,7.1,7.0,51.0,1.0,0.78,750.0,1700.0,2011.0,61.97902173913044,2
882,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",Andhra Pradesh,27.6,6.2,7.5,371.0,1.1,1.62,3.0,528.0,2011.0,59.269704347826085,2
883,2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",Andhra Pradesh,27.6,6.2,7.7,316.0,1.3,2.41,3.0,312.0,2011.0,64.53885768115941,2
884,1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",Karnataka,28.3,7.3,7.1,241.0,2.9,1.17,100.0,185.0,2011.0,64.95778782608694,2
885,2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",Karnataka,27.5,7.7,7.4,121.0,1.4,0.64,378.0,1255.0,2011.0,61.25829333333334,2
886,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,Karnataka,30.5,6.5,7.3,64.0,1.0,2.6,236.0,420.0,2011.0,58.63439014492753,2
887,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,Karnataka,29.5,6.9,7.4,57.0,1.0,1.28,46.0,409.0,2011.0,54.09876231884058,2
888,2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",Odisha,22.3,7.5,8.0,211.0,1.9,0.39,3005.0,6858.0,2011.0,136.3442939130435,1
889,2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",Odisha,22.3,7.2,8.0,263.0,3.7,0.63,6625.0,14725.0,2011.0,235.4915747826087,1
890,2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",Odisha,25.0,7.0,7.6,111.0,1.6,0.67,1081.0,2743.0,2011.0,85.7330420289855,1
891,2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",Odisha,25.9,7.5,7.9,205.0,1.5,1.0,1615.0,3542.0,2011.0,99.68434724637682,1
892,1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",Odisha,25.9,7.1,7.7,283.0,2.3,1.73,2882.0,6692.0,2011.0,134.0089684057971,1
893,1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",Odisha,24.8,7.4,8.0,263.0,1.7,0.65,3113.0,6617.0,2011.0,137.4286275362319,1
894,1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",Odisha,27.5,8.1,8.0,300.0,2.3,0.45,2272.0,4569.0,2011.0,120.32183217391305,1
895,1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",Odisha,28.0,7.8,8.0,13103.0,2.1,0.59,277.0,739.0,2011.0,77.89455971014495,1
896,2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),Odisha,25.0,7.4,8.0,207.0,1.5,0.53,1356.0,2872.0,2011.0,95.97918753623189,1
897,2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),Odisha,25.8,7.2,8.0,198.0,1.4,0.57,677.0,1850.0,2011.0,80.82781478260868,1
898,1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",Puducherry,26.8,6.5,8.1,729.0,1.0,0.65,233.0,465.0,2011.0,72.39909014492753,2
899,2444,CORINGA RIVER,Puducherry,31.0,3.0,8.1,1086.0,1.8965,0.1,233.0,465.0,2011.0,97.19135828985506,1
900,2442,GAUTAMINANGODAVARI RIVER,Puducherry,32.0,6.9,8.2,10910.0,1.8965,0.02,233.0,465.0,2011.0,82.31750031884054,1
901,2443,GAUTAMINANGODAVARI RIVER,Puducherry,31.0,6.0,8.0,17990.0,1.8965,0.07,233.0,465.0,2011.0,84.7383495942029,1
902,1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",Tamil Nadu,28.4,6.3,7.6,830.0,1.8,0.24,738.0,2020.0,2011.0,83.24285739130437,1
903,1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Tamil Nadu,24.0,7.4,7.6,104.0,1.2,0.09,233.0,465.0,2011.0,60.960980869565205,2
904,1885,RIVER GHAGGAR AT D/S OF SURAJPUR,Haryana,27.0,6.9,7.8,440.0,3.4,1.21,233.0,465.0,2011.0,86.50918898550724,1
905,1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Punjab,24.8,5.8,7.2,732.0,8.5,3.83,1089.0,4838.0,2011.0,146.76069884057972,1
906,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",Punjab,25.0,5.4,7.3,809.0,10.0,4.2,4278.0,8975.0,2011.0,235.14348,1
907,1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",Punjab,25.8,3.5,7.4,1064.0,20.0,13.2,8000.0,14500.0,2011.0,419.05193217391303,1
908,1702,GHAGGAR AT U/S JHARMAL NADI,Punjab,26.0,4.8,7.4,1063.0,16.0,5.03,3138.0,8025.0,2011.0,267.6216284057971,1
909,1704,GHAGGAR AT D/S SARDULGARH,Punjab,23.4,5.6,7.5,1269.0,34.5,12.15,22000.0,60000.0,2011.0,858.3794060869566,1
910,1705,GHAGGAR AT U/S SARDULGARH,Punjab,24.3,5.4,7.4,1194.0,22.0,8.3,10000.0,35000.0,2011.0,475.8181466666667,1
911,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Haryana,17.7,6.1,6.8,780.0,14.7,0.52,233.0,465.0,2011.0,173.02484463768118,1
912,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Haryana,17.0,6.1,6.8,773.0,14.7,0.52,233.0,465.0,2011.0,173.02330463768118,1
913,1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),Haryana,17.3,6.0,7.0,820.0,15.3,0.52,233.0,465.0,2011.0,182.2979315942029,1
914,1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",Rajasthan,28.0,4.8,7.9,650.0,3.2,0.68,6.0,62.0,2011.0,91.4605084057971,1
915,1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",Rajasthan,32.0,5.0,7.3,390.0,2.8,0.14,4.0,20.0,2011.0,76.37185449275361,1
916,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",Himachal Pradesh,21.4,8.3,7.6,334.0,1.0,0.49,9.0,16.0,2011.0,49.90595159420289,3
917,2624,MARKANDA U/S KALA AMB,Himachal Pradesh,22.3,8.2,7.7,316.0,1.2,0.48,11.0,20.0,2011.0,53.93346521739131,2
918,2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,Himachal Pradesh,22.8,8.3,7.6,304.0,1.2,0.51,12.0,20.0,2011.0,51.739118260869546,2
919,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",Himachal Pradesh,21.8,5.5,7.6,743.0,7.6,1.02,81.0,166.0,2011.0,123.57171304347824,1
920,2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",Rajasthan,26.9,5.1,7.8,657.0,1.7,0.26,6.0,23.0,2011.0,74.95028753623187,2
921,2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",Rajasthan,27.3,5.3,7.8,623.0,1.7,0.52,233.0,465.0,2011.0,79.12300028985507,1
922,2869,BARAK RIVER AT SENAPATI ,Manipur,19.0,8.7,7.1,252.0,4.9,0.52,233.0,10.0,2011.0,78.75872376811596,1
923,2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",Manipur,26.0,5.1,7.2,17.0,1.0,0.52,233.0,10.0,2011.0,63.239354202898554,2
924,2868,CHAKPI AT CHAKPI KARONG ,Manipur,19.0,10.0,7.4,157.0,0.6,0.52,233.0,5.0,2011.0,39.62699333333334,3
925,1424,"IMPHAL AT MAHABALI, MANIPUR",Manipur,21.8,5.9,7.0,164.0,1.6,0.52,233.0,74.0,2011.0,61.27627855072463,2
926,1457,"IMPHAL AT KOIRENGEI, MANIPUR",Manipur,22.3,6.1,7.3,141.0,1.4,0.52,233.0,63.0,2011.0,63.74422463768115,2
927,1627,"IMPHAL AT KIYAMGI, MANIPUR",Manipur,22.3,5.6,7.1,427.0,1.4,0.52,233.0,175.0,2011.0,62.76521942028985,2
928,1628,IMPHAL AT MINUTHONG,Manipur,22.3,4.7,7.0,527.0,1.9,0.52,233.0,42.0,2011.0,69.77774202898551,2
929,2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",Manipur,23.0,5.5,8.6,116.0,4.5,0.52,233.0,113.0,2011.0,116.64544637681159,1
930,2862,"IMPHAL AT SAMUROU, IMPHAL WEST",Manipur,23.0,6.8,6.8,160.0,1.5,0.52,233.0,23.0,2011.0,52.57719594202899,2
931,2864,"IMPHAL AT SEKMAI, IMPHAL EAST",Manipur,23.0,7.0,7.4,47.0,1.0,0.52,233.0,5.0,2011.0,57.57620202898551,2
932,2874,IRANG RIVER AT TAMENGLONG,Manipur,23.0,7.3,7.8,116.0,1.2,0.52,233.0,10.0,2011.0,64.86362115942029,2
933,1458,"IRIL AT PORAMPET, MANIPUR",Manipur,22.0,5.5,7.3,179.0,1.2,0.52,233.0,75.0,2011.0,64.87134637681159,2
934,1624,"IRIL AT LILONG, MANIPUR",Manipur,22.3,4.7,7.4,220.0,1.6,0.52,233.0,140.0,2011.0,74.02016202898551,2
935,2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",Manipur,27.0,4.9,7.0,180.0,1.2,0.52,233.0,10.0,2011.0,62.53578811594204,2
936,2873,IRIL RIVER AT LILONG (THOUBAL ),Manipur,30.0,5.8,7.8,367.0,6.2,0.52,233.0,95.0,2011.0,116.41384550724638,1
937,1925,KHUGA RIVER (CHURACHANDPUR),Manipur,23.0,5.8,7.4,249.0,1.0,0.52,233.0,37.0,2011.0,63.40072550724639,2
938,2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",Manipur,23.0,6.2,6.9,182.0,2.1,0.52,233.0,8.0,2011.0,62.51245768115941,2
939,1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",Manipur,22.7,5.5,7.7,356.0,1.2,0.52,233.0,202.0,2011.0,71.8822263768116,2
940,2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",Manipur,23.0,5.1,6.9,190.0,2.3,0.52,233.0,33.0,2011.0,69.58207420289855,2
941,2867,"MAHA RIVER AT CHANDEL, MANIPUR",Manipur,23.5,5.2,7.1,164.0,2.8,0.52,233.0,20.0,2011.0,76.9904072463768,1
942,2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",Manipur,23.0,4.6,7.0,188.0,2.8,0.52,233.0,18.0,2011.0,78.14576898550726,1
943,2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,Manipur,23.5,5.6,6.6,165.0,1.9,0.52,233.0,23.0,2011.0,58.42013942028984,2
944,1625,NAMBUL RIVER AT HUMP BRIDGE,Manipur,23.0,1.9,6.8,484.0,15.3,0.52,233.0,1075.0,2011.0,198.6107768115942,1
945,1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",Manipur,23.0,2.5,7.1,424.0,16.7,0.52,233.0,682.0,2011.0,213.22539507246373,1
946,2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",Manipur,22.5,5.5,6.9,118.0,2.8,0.52,233.0,10.0,2011.0,72.0628263768116,2
947,2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",Manipur,23.0,6.0,7.0,100.0,4.2,0.52,233.0,10.0,2011.0,83.78223159420291,1
948,2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",Manipur,22.5,4.9,6.9,93.0,3.6,0.52,233.0,25.0,2011.0,82.02874811594204,1
949,2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",Manipur,20.0,4.8,7.0,167.1,2.8,0.52,233.0,465.0,2011.0,77.27733707246377,1
950,1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",Manipur,22.7,5.4,7.2,211.0,1.1,0.52,233.0,78.0,2011.0,62.73893333333333,2
951,2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",Manipur,26.0,6.0,7.5,231.0,1.1,0.52,233.0,10.0,2011.0,65.0498515942029,2
952,2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",Manipur,19.0,5.6,7.1,319.0,4.4,0.52,233.0,15.0,2011.0,89.26225942028987,1
953,2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",Manipur,22.5,5.7,6.9,261.0,2.3,0.52,233.0,53.0,2011.0,66.71557246376813,2
954,2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",Manipur,18.9,9.9,7.1,163.0,1.0,0.52,233.0,35.0,2011.0,38.44880028985506,3
955,2872,THOUBAL RIVER AT LITAN (UKL DIST.),Manipur,21.0,6.1,7.6,163.0,4.5,0.52,233.0,25.0,2011.0,96.38990463768114,1
956,2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",Manipur,22.5,5.1,6.9,170.0,2.5,0.52,233.0,10.0,2011.0,71.34301420289856,2
957,2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",Manipur,23.0,3.8,7.0,192.0,3.0,0.52,233.0,23.0,2011.0,83.76684463768116,1
958,1632,"GANOL RIVER TURA, MEGHALAYA",Meghalaya,24.4,7.8,7.2,139.0,1.9,0.56,263.0,359.0,2011.0,58.987799710144934,2
959,1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",Meghalaya,21.8,6.5,3.1,489.0,6.1,0.52,32.0,47.0,2011.0,26.14321681159419,3
960,1631,"MYNTDU RIVER JOWAI, MEGHALAYA",Meghalaya,20.8,7.3,7.0,162.0,2.2,0.69,2085.0,2633.0,2011.0,101.36258782608698,1
961,1633,SIMSANG RIVER WILLIAMNAGAR,Meghalaya,25.2,7.8,7.1,136.0,1.9,0.52,303.0,409.0,2011.0,58.141766376811596,2
962,1427,UMTREW AT BYRNIHAT EAST,Meghalaya,24.0,7.7,7.1,205.0,7.0,0.84,303.0,461.0,2011.0,103.82966,1
963,2050,TLAWNG UPSTREAM AIZAWL,Mizoram,23.4,8.1,7.1,267.0,1.0,0.11,2.0,12.0,2011.0,41.9762588405797,3
964,2051,TLAWNG DOWNSTREAM AIZAWL,Mizoram,23.4,8.0,7.0,278.0,1.1,0.11,3.0,18.0,2011.0,41.63238579710145,3
965,2052,TUIRIAL UPPER CATCHMENT,Mizoram,23.2,6.9,7.2,268.0,1.1,0.11,6.0,37.0,2011.0,50.46462231884057,1
966,2053,TUIRIAL LOWER CATCHMENT,Mizoram,23.3,6.8,7.1,286.0,1.3,0.11,8.0,29.0,2011.0,51.026509275362315,2
967,1403,GUMTI AT U/S SOUTH TRIPURA,Tripura,28.4,6.6,7.8,149.0,1.8,0.52,209.0,340.0,2011.0,73.09188985507247,2
968,1404,GUMTI AT D/S SOUTH TRIPURA,Tripura,28.6,6.3,8.0,164.0,3.4,0.3,380.0,528.0,2011.0,95.97005739130434,1
969,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",Tripura,28.5,6.6,7.9,196.0,4.4,0.8,425.0,648.0,2011.0,102.72540318840582,1
970,2462,"DAMANGANGA AT VAPI WEIR, VAPI",Daman & Diu,30.2,5.8,7.8,378.0,1.8965,2.61,233.0,465.0,2010.0,78.63159017391304,1
971,2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",Daman & Diu,29.7,6.6,7.7,489.0,1.8965,2.66,350.0,350.0,2010.0,75.63718118840579,1
972,2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",Daman & Diu,30.1,6.6,7.4,492.0,1.8965,3.6,233.0,465.0,2010.0,67.97221452173913,2
973,2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",Daman & Diu,30.3,6.2,7.8,359.0,1.8965,3.67,4.0,465.0,2010.0,71.7580556811594,2
974,2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",Daman & Diu,29.8,5.8,7.7,8757.0,1.8965,10.45,4.0,4.0,2010.0,74.43382350724639,2
975,1860,BALEHWAR KHADI AT N.H. NO. 8,Gujarat,26.0,5.1,8.1,533.0,3.7,0.45,3900.0,7500.0,2010.0,185.55812086956524,1
976,1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,Gujarat,27.0,7.1,8.0,555.0,2.0,0.35,7500.0,15000.0,2010.0,240.35588840579715,1
977,1865,RIVER DHADAR AT KOTHADA,Gujarat,29.3,8.1,7.6,938.0,8.6,0.4,22.0,108.0,2010.0,118.57390550724637,1
978,1148,"AMBIKA AT BILIMORA, ",Gujarat,28.4,6.2,7.8,7778.0,2.7,0.26,2880.0,6581.0,2010.0,145.03511101449274,1
979,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",Gujarat,32.0,6.7,7.2,1440.0,46.0,0.2,80.0,330.0,2010.0,450.849136231884,1
980,1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",Gujarat,28.3,3.2,7.7,885.0,6.3,0.51,3900.0,9575.0,2010.0,211.31047304347828,1
981,1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,Goa,29.3,6.6,6.5,58.0,1.8,0.87,0.0,53.0,2010.0,45.86009652173913,3
982,1475,ZUARI AT PANCHAWADI,Goa,28.8,6.6,6.6,145.0,1.5,0.65,4.0,98.0,2010.0,45.033883188405795,3
983,1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,Goa,29.0,6.3,6.6,55.0,1.8,0.36,8.0,140.0,2010.0,49.17887739130435,3
984,1476,"MANDOVI AT TONCA, MARCELA",Goa,28.8,6.4,6.4,188.0,2.0,0.44,15.0,153.0,2010.0,47.19175710144928,3
985,1543,KALNA AT CHANDELNAN PERNEM,Goa,27.3,6.9,6.2,61.0,1.7,1.07,7.0,117.0,2010.0,38.514942318840575,3
986,1548,ASSONORA AT ASSONORA,Goa,28.3,7.2,6.1,62.0,2.6,0.92,8.0,123.0,2010.0,43.30972144927535,3
987,2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",Goa,29.0,6.9,6.6,154.0,1.9,0.83,17.0,173.0,2010.0,47.45688231884057,3
988,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",Goa,27.6,7.0,6.3,742.0,1.6,0.42,8.0,139.0,2010.0,38.990348695652166,3
989,1546,KHANDEPAR AT OPA NAN PONDA,Goa,28.8,7.6,6.2,62.0,1.1,0.38,12.0,160.0,2010.0,29.88087362318841,3
990,2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",Goa,28.3,7.1,6.2,69.0,1.4,0.56,7.0,141.0,2010.0,34.84844840579711,3
991,2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",Goa,27.8,6.8,6.0,93.0,1.9,0.75,9.0,136.0,2010.0,37.314862608695655,3
992,1545,MADAI AT DABOS NAN  VALPOI,Goa,28.5,7.1,6.2,89.0,1.4,0.68,6.0,119.0,2010.0,34.839028405797094,3
993,2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,Goa,28.1,6.3,6.2,110.0,1.5,0.59,8.0,157.0,2010.0,39.62026405797102,3
994,2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",Goa,29.0,6.2,7.0,77.0,1.8,0.46,11.0,173.0,2010.0,56.693297681159414,2
995,2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",Goa,29.5,6.2,6.8,67.0,1.7,0.61,8.0,145.0,2010.0,52.27783768115942,2
996,1547,TALPONA AT CANACONA,Goa,30.2,6.9,6.5,62.0,1.4,0.6,10.0,107.0,2010.0,41.0802756521739,3
997,1544,VALVANT AT SANKLINANBICHOLIM,Goa,28.3,6.7,6.2,62.0,0.9,0.57,8.0,187.0,2010.0,32.3785695652174,3
998,2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",Maharashtra,28.7,6.8,7.9,119.0,3.5,0.58,286.0,517.0,2010.0,90.654715942029,1
999,1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),Maharashtra,26.0,7.0,7.7,88.0,3.2,0.13,8.0,17.0,2010.0,77.2551220289855,1
1000,2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",Maharashtra,27.0,6.9,7.3,70.0,3.4,0.19,233.0,465.0,2010.0,77.63626898550724,1
1001,2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",Maharashtra,27.0,7.4,7.2,77.0,3.0,0.23,233.0,465.0,2010.0,69.95994753623188,2
1002,1092,KALU AT ATALE VILLAGE,Maharashtra,24.0,7.0,7.4,3113.0,4.0,2.16,95.0,350.0,2010.0,82.01212869565218,1
1003,2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",Maharashtra,32.1,5.5,8.1,363.0,8.4,2.15,16.0,69.0,2010.0,137.9154197101449,1
1004,1152,KUNDALIKA AT ROHA CITY,Maharashtra,30.3,6.9,7.5,86.0,3.6,0.4,316.0,582.0,2010.0,84.76518898550724,1
1005,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),Maharashtra,30.1,6.4,7.4,621.0,37.8,1.79,413.0,728.0,2010.0,390.6185171014493,1
1006,2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",Maharashtra,28.7,6.9,7.4,73.0,3.5,0.27,482.0,659.0,2010.0,85.81245565217392,1
1007,2168,MITHI RIVER,Maharashtra,29.0,3.4,7.4,17842.0,31.5,3.32,1767.0,1767.0,2010.0,383.39140579710147,1
1008,2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",Maharashtra,28.5,7.4,8.1,254.0,2.2,0.15,3.0,75.0,2010.0,73.3637408695652,2
1009,1151,PATALGANGA AT SHILPHATA,Maharashtra,27.7,6.7,7.4,125.0,3.7,0.4,514.0,820.0,2010.0,89.31330289855073,1
1010,1462,PATALGANGA NEAR INTAKE OF MIDC W/W,Maharashtra,28.6,6.6,7.5,129.0,3.9,0.4,129.0,381.0,2010.0,84.69658985507246,1
1011,2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",Maharashtra,27.1,6.1,7.3,515.0,5.1,2.02,82.0,212.0,2010.0,93.43858463768116,1
1012,2686,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",Maharashtra,27.1,6.6,7.4,122.0,3.6,0.46,172.0,361.0,2010.0,81.25590985507246,1
1013,2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",Maharashtra,27.0,6.5,7.3,131.0,3.8,0.79,108.0,261.0,2010.0,80.37305681159418,1
1014,2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",Maharashtra,26.8,6.7,7.3,130.0,3.4,0.57,133.0,318.0,2010.0,76.41084956521739,1
1015,2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",Maharashtra,26.8,6.6,7.4,95.0,3.7,0.53,147.0,217.0,2010.0,81.5586431884058,1
1016,2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",Maharashtra,26.4,6.8,7.7,143.0,3.6,0.43,38.0,109.0,2010.0,82.486235942029,1
1017,2199,SAVITRI AT OVALE VILLAGE.,Maharashtra,22.1,6.3,7.5,10825.0,2.9,1.93,5.0,101.0,2010.0,77.00625072463768,1
1018,2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",Maharashtra,22.3,7.1,7.4,185.0,2.2,0.63,4.0,80.0,2010.0,62.715501739130445,2
1019,2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",Maharashtra,22.0,6.7,7.5,1439.0,2.5,1.47,4.0,113.0,2010.0,69.4064295652174,2
