,STATION CODE,LOCATIONS,STATE,Temp,DO,PH,Conductivity,BOD,NI,Fec_col,Tot_col,year,WQI,WQI clf
461,3350,UMKHEN AT WAHKDAIT,Meghalaya,19.3,7.1,7.0,54.0,1.8,2.58,20.0,43.0,2013.0,52.76054173913043,2
462,3351,UMKHEN AT KSEHPONGDENG,Meghalaya,20.6,7.4,7.0,69.0,1.6,3.3,17.0,87.0,2013.0,49.57228086956522,3
463,3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",Meghalaya,20.7,7.5,7.2,58.0,1.6,2.25,21.0,46.0,2013.0,52.52535391304348,2
464,3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",Meghalaya,17.6,7.2,6.9,55.0,1.7,3.04,26.0,56.0,2013.0,49.84422811594203,3
465,3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",Meghalaya,22.7,7.9,7.1,55.0,1.2,3.55,23.0,50.0,2013.0,45.51075942028985,3
466,3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",Meghalaya,17.9,6.9,6.9,52.0,2.2,3.48,1576.0,45.0,2013.0,90.01351565217392,1
467,3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",Meghalaya,19.4,4.5,7.1,196.0,15.5,11.0,48611.0,43333.0,2013.0,1272.6139292753624,1
468,1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",Meghalaya,23.7,7.2,7.1,107.0,6.7,5.56,303.0,476.0,2013.0,104.07728811594201,1
469,3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",Meghalaya,22.7,7.5,7.0,82.0,2.1,3.02,45.0,122.0,2013.0,54.115940579710156,2
470,2050,TLAWNG UPSTREAM AIZAWL,Mizoram,23.6,7.1,7.5,189.0,1.9,1.0,233.0,465.0,2013.0,66.98283507246377,2
471,2051,TLAWNG DOWNSTREAM AIZAWL,Mizoram,23.8,7.0,7.6,197.0,1.8,1.0,233.0,465.0,2013.0,68.3164820289855,2
472,2052,TUIRIAL UPPER CATCHMENT,Mizoram,23.5,7.2,7.9,158.0,1.9,0.95,233.0,465.0,2013.0,73.43346144927536,2
473,2053,TUIRIAL LOWER CATCHMENT,Mizoram,23.5,6.5,7.8,161.0,1.8,0.99,233.0,465.0,2013.0,74.18490347826086,2
474,1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",Tripura,27.4,6.6,7.7,165.0,1.7,0.0,280.0,325.0,2013.0,71.98315652173913,2
475,1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",Tripura,21.9,6.7,7.8,167.0,4.8,1.0,440.0,520.0,2013.0,104.36794289855074,1
476,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",Tripura,27.5,6.6,7.7,183.0,3.7,1.55,415.0,575.0,2013.0,92.8990831884058,1
477,1393,DAMANGANGA AT D/S OF MADHUBAN,Daman & Diu,31.0,7.1,7.8,151.0,8.0,0.08,233.0,465.0,2012.0,126.07908840579711,1
478,1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,Gujarat,28.0,7.2,7.4,319.0,0.7,0.18,5.0,10.0,2012.0,48.943394782608706,3
479,1865,RIVER DHADAR AT KOTHADA,Gujarat,27.0,6.2,8.4,894.0,9.0,0.38,140.0,350.0,2012.0,147.79253101449277,1
480,1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,Gujarat,30.0,2.2,8.0,1835.0,17.9,0.86,10478.0,25478.0,2012.0,473.1322692753623,1
481,1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,Gujarat,31.0,2.0,7.7,3165.0,32.3,3.44,11498.0,15173.0,2012.0,617.2048231884058,1
482,1149,KOLAK AT PATALIA BDG,Gujarat,29.0,2.4,7.6,1500.0,6.2,1.31,3.0,13.0,2012.0,124.53339536231884,1
483,1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,Goa,31.0,5.9,7.2,52.0,2.1,0.08,233.0,90.0,2012.0,69.10505188405797,2
484,1475,ZUARI AT PANCHAWADI,Goa,30.0,6.1,6.8,408.0,1.3,0.17,1300.0,3808.0,2012.0,78.6040979710145,1
485,3181,RIVER ZUARI AT BORIM BRIDGE,Goa,30.0,5.5,6.9,143.0,1.3,0.09,4100.0,11113.0,2012.0,146.64667304347827,1
486,3182,RIVER ZUARI AT MARCAIM JETTY,Goa,29.0,5.4,7.2,60.0,1.5,0.08,428.0,2309.0,2012.0,70.99872666666667,2
487,1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,Goa,29.0,5.8,7.2,34.0,5.3,0.17,855.0,3322.0,2012.0,112.37565884057972,1
488,1476,"MANDOVI AT TONCA, MARCELA",Goa,29.0,5.9,6.7,125.0,1.5,0.14,1638.0,5793.0,2012.0,87.44163188405798,1
489,3185,MANDOVI AT AMONA BRIDGE,Goa,28.0,6.4,6.7,175.0,1.3,0.1,772.0,3636.0,2012.0,63.659283768115934,2
490,3186,RIVER MANDOVI AT IFFI JETTY,Goa,30.0,6.2,7.7,39.0,1.3,0.06,1296.0,4517.0,2012.0,93.72138434782609,1
491,3187,MANDOVI NEAR HOTEL MARRIOT,Goa,30.0,6.1,7.8,39.0,1.5,0.06,1032.0,5840.0,2012.0,92.16553130434782,1
492,1543,KALNA AT CHANDELNAN PERNEM,Goa,27.0,7.3,6.9,61.0,0.7,0.09,1430.0,4388.0,2012.0,72.17136782608696,2
493,1548,RIVER ASSONORA AT ASSONORA,Goa,28.0,6.8,6.6,71.0,1.5,0.14,2495.0,3949.0,2012.0,99.89798927536232,1
494,2276,"BICHOLIM VARAZAN NAGAR, BICHOLIM",Goa,29.0,7.4,6.5,129.0,2.3,0.49,5868.0,16691.0,2012.0,179.75463420289856,1
495,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",Goa,28.0,7.0,6.8,503.0,1.6,0.66,965.0,2404.0,2012.0,69.29200869565217,2
496,3189,RIVER CHAPORA AT SIOLIM,Goa,29.0,6.3,7.5,31.0,1.6,0.06,1466.0,4267.0,2012.0,96.12413739130434,1
497,1546,KHANDEPAR AT OPA NAN PONDA,Goa,29.0,7.1,6.8,70.0,0.8,0.17,716.0,3567.0,2012.0,56.3334484057971,2
498,2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",Goa,30.0,7.3,6.8,69.0,1.2,0.12,457.0,2446.0,2012.0,52.935867826086955,2
499,2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",Goa,28.0,6.7,6.6,118.0,1.0,0.22,1104.0,3496.0,2012.0,65.13140289855073,2
500,1545,RIVER MADAI AT DABOS NAN  VALPOI,Goa,28.0,7.4,6.8,80.0,1.3,0.06,274.0,1404.0,2012.0,49.06230086956522,3
501,2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,Goa,29.0,4.5,6.6,250.0,2.4,0.16,1572.0,5889.0,2012.0,98.99985594202897,1
502,2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",Goa,28.0,6.1,6.9,74.0,1.8,0.19,1074.0,3937.0,2012.0,79.72858463768117,1
503,2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",Goa,30.0,5.9,7.3,44.0,1.6,0.14,962.0,2794.0,2012.0,83.12563188405797,1
504,3183,"SAL AT KHAREBAND, MARGAO",Goa,30.0,2.4,6.5,195.0,4.8,0.35,7980.0,14217.0,2012.0,272.0691153623189,1
505,3184,"SAL AT ORLIM BRIDGE, ORLIM",Goa,31.0,4.0,6.8,207.0,1.8,0.34,818.0,2280.0,2012.0,82.11893072463768,1
506,3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),Goa,29.0,5.4,7.6,40.0,1.6,0.07,290.0,1330.0,2012.0,75.55725333333332,1
507,3191,RIVER SINQUERIM NEAR NERUL TEMPLE,Goa,30.0,5.3,7.6,41.0,1.4,0.08,952.0,2517.0,2012.0,89.16059362318842,1
508,1547,RIVER TALPONA AT CANACONA,Goa,29.0,7.0,6.9,54.0,0.8,0.21,667.0,3059.0,2012.0,57.35672869565217,2
509,3188,RIVER TIRACOL AT TIRACOL,Goa,29.0,5.9,7.7,44.0,2.1,0.08,1200.0,831.0,2012.0,99.317011884058,1
510,1544,VALVANT AT SANKLI NAN BICHOLIM,Goa,29.0,7.1,6.5,60.0,1.7,0.13,2926.0,8163.0,2012.0,108.93779507246379,1
511,2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",Maharashtra,29.0,6.9,7.7,99.0,3.3,0.56,53.0,123.0,2012.0,79.68866231884058,1
512,1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),Maharashtra,30.0,6.6,7.9,123.0,3.2,0.52,44.0,104.0,2012.0,83.51654985507247,1
513,2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",Maharashtra,27.0,6.6,7.7,220.0,3.6,0.65,25.0,77.0,2012.0,83.1950631884058,1
514,2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",Maharashtra,27.0,6.8,7.7,219.0,3.4,0.63,23.0,75.0,2012.0,80.41544260869566,1
515,1092,KALU AT ATALE VILLAGE,Maharashtra,27.0,4.8,7.2,5429.0,8.4,2.08,177.0,408.0,2012.0,130.3985750724638,1
516,2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",Maharashtra,23.0,6.4,8.0,493.0,4.2,3.91,17.0,68.0,2012.0,94.91414376811593,1
517,1152,KUNDALIKA AT ROHA CITY,Maharashtra,29.0,6.8,7.6,100.0,3.0,0.54,124.0,295.0,2012.0,77.38312260869564,1
518,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),Maharashtra,29.0,6.7,7.5,316.0,4.6,0.6,47.0,132.0,2012.0,88.6079295652174,1
519,2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",Maharashtra,29.0,6.9,7.7,84.0,3.1,0.42,69.0,168.0,2012.0,78.2631556521739,1
520,2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",Maharashtra,28.0,6.9,7.9,312.0,2.7,1.58,4.0,107.0,2012.0,76.92142231884058,1
521,1151,PATALGANGA AT SHILPHATA,Maharashtra,29.0,6.8,7.5,146.0,3.0,0.6,124.0,241.0,2012.0,75.65192260869566,1
522,1462,PATALGANGA NEAR INTAKE OF MIDC W/W,Maharashtra,29.0,6.7,7.3,127.0,2.9,0.59,100.0,209.0,2012.0,71.23309623188406,2
523,2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",Maharashtra,29.0,5.6,6.9,432.0,4.5,1.72,58.0,173.0,2012.0,82.99877942028985,1
524,2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",Maharashtra,29.0,6.5,7.3,126.0,3.0,0.59,132.0,284.0,2012.0,73.80395014492753,2
525,2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",Maharashtra,30.0,7.1,7.5,128.0,3.0,0.6,136.0,297.0,2012.0,74.48222173913045,2
526,2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",Maharashtra,30.0,6.4,7.3,129.0,3.1,0.6,68.0,191.0,2012.0,73.73713043478259,2
527,2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",Maharashtra,29.0,6.9,7.7,129.0,2.9,0.55,135.0,268.0,2012.0,77.99746898550725,1
528,2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",Maharashtra,25.0,7.0,7.9,153.0,2.9,0.55,30.0,86.0,2012.0,78.63312202898551,1
529,2199,SAVITRI RIVER AT OVALE VILLAGE.,Maharashtra,30.0,6.4,7.6,10165.0,3.7,2.14,5.0,139.0,2012.0,85.22888376811594,1
530,2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",Maharashtra,30.0,6.9,7.7,307.0,2.8,3.6,4.0,123.0,2012.0,74.55789565217391,2
531,2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",Maharashtra,31.0,6.3,7.7,322.0,3.5,1.1,4.0,116.0,2012.0,83.369244057971,1
532,2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",Maharashtra,30.0,6.5,7.5,5835.0,3.4,1.72,4.0,126.0,2012.0,79.3327168115942,1
533,2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",Maharashtra,30.0,6.3,7.4,9245.0,4.7,2.0,4.0,134.0,2012.0,90.84906405797102,1
534,2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",Maharashtra,28.0,6.5,8.1,1907.0,4.0,0.55,46.0,115.0,2012.0,94.9936168115942,1
535,2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",Maharashtra,28.0,7.0,8.0,1896.0,3.5,0.64,190.0,245.0,2012.0,89.6446020289855,1
536,2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",Maharashtra,28.0,7.0,8.0,206.0,2.9,0.56,31.0,74.0,2012.0,80.40133536231883,1
537,2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",Maharashtra,27.0,6.8,7.8,239.0,3.3,0.56,33.0,77.0,2012.0,81.48442927536232,1
538,1093,ULHAS AT U/S OF NRC BUND AT MOHANE,Maharashtra,27.0,6.4,7.6,152.0,3.2,0.96,62.0,142.0,2012.0,79.73137043478259,1
539,1094,ULHAS AT U/S OF BADLAPUR,Maharashtra,26.0,6.7,7.7,146.0,3.0,0.89,30.0,73.0,2012.0,77.52235623188406,1
540,2162,ULHAS ATJAMBHUL WATER WORKS,Maharashtra,27.0,6.7,7.6,137.0,2.9,0.76,24.0,64.0,2012.0,74.75038289855074,2
541,2712,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",Maharashtra,28.0,6.6,7.8,228.0,3.5,0.57,30.0,79.0,2012.0,84.14981652173913,1
542,2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,Maharashtra,23.0,7.0,7.7,409.0,2.4,0.93,4.0,112.0,2012.0,70.26410869565217,2
543,2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNAGIRI",Maharashtra,22.0,6.8,7.6,263.0,2.9,0.81,4.0,123.0,2012.0,73.87346260869565,2
544,2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",Maharashtra,23.0,6.9,7.5,338.0,2.3,3.93,4.0,108.0,2012.0,66.6994956521739,2
545,1342,ACHENKOIL AT THUMPAMON,Kerala,26.0,7.0,7.2,79.0,0.8,0.62,279.0,637.0,2012.0,53.507415362318845,2
546,1443,ACHENKOIL AT CHENNITHULA,Kerala,26.0,6.6,7.0,67.0,1.1,0.53,275.0,670.0,2012.0,54.5217431884058,2
547,3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",Kerala,26.0,6.6,7.3,59.0,0.7,0.57,281.0,541.0,2012.0,56.29577652173912,2
548,3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",Kerala,26.0,6.2,7.3,66.0,0.8,0.55,303.0,609.0,2012.0,59.605837681159414,2
549,2297,ANCHARAKANDY AT MERUVAMBA,Kerala,26.0,7.1,7.0,67.0,1.0,0.34,170.0,538.0,2012.0,48.86079507246378,3
550,2319,ANCHARAKANDY AT MERUVAMBA,Kerala,26.0,7.0,6.7,5341.0,1.1,0.37,158.0,528.0,2012.0,45.91524202898551,3
551,2286,R AYROOR AT AYROOR BRIDGE,Kerala,29.0,6.7,7.3,89.0,1.1,0.35,1163.0,2025.0,2012.0,79.15671623188406,1
552,2331,BHARATHAPUZHA AT KUTTIPPURAM,Kerala,28.0,6.2,7.3,136.0,1.0,0.46,296.0,676.0,2012.0,61.24183768115942,2
553,2332,R BHARATHAPUZHA AT PATTAMBI,Kerala,28.0,7.1,8.1,212.0,0.9,0.56,524.0,992.0,2012.0,75.05082840579709,1
554,1154,CHALAKUDY AT PULICKALKANANDAVU,Kerala,29.0,6.3,6.3,134.0,1.2,0.67,224.0,780.0,2012.0,43.62535072463768,3
555,20,CHALIYAR AT KOOLIMADU,Kerala,26.0,7.3,7.2,76.0,0.6,0.31,468.0,893.0,2012.0,54.49242115942029,2
556,21,CHALIYAR AT CHUNGAPALLY,Kerala,26.0,7.0,7.3,11041.0,0.9,0.29,256.0,503.0,2012.0,57.96639536231884,2
557,3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",Kerala,28.0,6.8,7.1,75.0,0.8,0.5,693.0,1169.0,2012.0,61.98602927536233,2
558,1572,CHANDRAGIRI AT PADIYATHADKA,Kerala,29.0,7.4,7.2,61.0,0.7,0.11,54.0,255.0,2012.0,45.58160753623188,3
559,1573,CHITRAPUZHA AT IRUMPANAM,Kerala,28.0,1.7,6.6,769.0,3.4,1.11,556.0,1717.0,2012.0,98.16889739130434,1
560,2295,R CORAPUZHA AT KANAYANKODE,Kerala,26.0,6.1,7.5,14083.0,1.4,0.25,920.0,2686.0,2012.0,86.01370463768114,1
561,1564,"R ITHIKKARA AT AYUR, KERALA",Kerala,26.0,6.6,7.2,92.0,0.8,0.77,332.0,660.0,2012.0,56.62738318840581,2
562,2287,R ITHIKKARA AT ITHIKKARA,Kerala,25.0,6.6,7.2,1348.0,0.8,1.01,392.0,810.0,2012.0,58.2889431884058,2
563,1566,R KADALUNDI AT THIRURANGADY,Kerala,29.0,6.0,6.7,95.0,1.2,0.29,253.0,680.0,2012.0,52.58138492753623,2
564,2293,R KADALUNDI AT HAJIRAPPALLY,Kerala,29.0,6.6,6.8,78.0,1.0,0.2,275.0,626.0,2012.0,50.1212031884058,1
565,2337,KADAMBAYAR AT BRAHMAPURAM,Kerala,28.0,0.6,6.7,268.0,4.1,1.28,400.0,1308.0,2012.0,107.76404057971016,1
566,2338,KADAMBAYAR AT MANCKAKADAVU,Kerala,27.0,1.8,6.6,82.0,2.0,0.39,399.0,1410.0,2012.0,81.5279104347826,1
567,42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",Kerala,25.0,7.1,7.2,61.0,1.0,0.34,251.0,608.0,2012.0,54.136975072463784,2
568,3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",Kerala,27.0,6.6,8.0,310.0,1.1,0.54,517.0,783.0,2012.0,77.30935652173913,1
569,3458,KARAPUZHA DAM AT WAYANAD,Kerala,27.0,7.0,7.1,97.0,0.8,0.35,45.0,77.0,2012.0,46.45125536231884,3
570,1571,R KARINGODE AT KAKKADAVU,Kerala,29.0,7.3,7.0,51.0,0.7,0.18,65.0,258.0,2012.0,42.83990782608696,3
571,1155,KARAMANA AT MOONNATTUMUKKU,Kerala,29.0,0.5,7.1,1717.0,21.2,4.41,3317.0,15833.0,2012.0,334.8805208695652,1
572,3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",Kerala,29.0,7.0,7.4,55.0,0.9,0.32,800.0,1400.0,2012.0,69.50849536231884,2
573,2289,R KARUVANNURR AT KARUVANNUR BRIDGE,Kerala,29.0,6.1,6.8,67.0,1.1,0.58,80.0,394.0,2012.0,49.09042463768117,3
574,2301,R KAVVAI AT KUTTIYOL PALAM,Kerala,27.0,7.0,6.7,61.0,1.3,0.28,168.0,248.0,2012.0,46.67360202898551,3
575,2291,KEECHERI AT VADAKKANCHERY BDG,Kerala,30.0,5.2,6.9,81.0,1.5,0.37,71.0,465.0,2012.0,58.4938472463768,2
576,2326,R KORAYAR AT KANJIKODE,Kerala,27.0,6.1,8.0,510.0,1.1,0.72,784.0,1572.0,2012.0,85.85275130434782,1
577,1569,R KUPPAM AT THALIPARAMBA,Kerala,27.0,6.5,6.9,12150.0,1.8,0.52,711.0,1481.0,2012.0,71.9344168115942,2
578,2298,R KUPPAM AT RAYAROM,Kerala,25.0,7.9,7.2,50.0,1.1,0.3,319.0,845.0,2012.0,52.721626086956526,2
579,1567,R KUTTIYADE AT KUTTIYADY ESTATE,Kerala,25.0,7.5,6.9,34.0,0.9,0.14,110.0,256.0,2012.0,42.89808057971015,3
580,1568,"R MAHE AT VALAYAM, KERALA",Kerala,26.0,7.0,7.4,72.0,1.0,0.38,496.0,897.0,2012.0,63.57493536231884,2
581,2285,R MAMOM AT MAMOM BRIDGE,Kerala,29.0,7.3,7.3,99.0,0.9,0.23,1088.0,1788.0,2012.0,72.77923449275363,2
582,1340,MANIMALA  AT KALLOOPARA,Kerala,27.0,7.5,6.9,125.0,1.6,0.45,970.0,1400.0,2012.0,68.40607391304349,2
583,1384,MANIMALA AT THONDRA,Kerala,27.0,6.8,6.9,116.0,1.7,0.4,825.0,1260.0,2012.0,69.416135942029,2
584,3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",Kerala,27.0,5.8,7.3,107.0,0.9,0.88,232.0,343.0,2012.0,60.83286550724638,2
585,2307,R MANJESWAR AT BAJRAKKARA BR.,Kerala,28.0,7.1,7.2,85.0,0.8,0.31,67.0,184.0,2012.0,48.208895072463775,3
586,1339,MEENACHIL AT KIDANGOOR,Kerala,26.0,6.8,7.1,58.0,0.7,0.46,2010.0,3460.0,2012.0,90.702435942029,1
587,2304,R MOGRAL AT MOGRAL BR.,Kerala,29.0,5.7,7.3,13197.0,1.5,0.35,46.0,144.0,2012.0,65.29262579710145,2
588,43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,Kerala,27.0,6.7,7.1,58.0,1.2,0.39,964.0,1739.0,2012.0,72.1066495652174,2
589,2302,NEELASWARAM AT NAMBIARKAL ,Kerala,28.0,7.0,6.9,3453.0,0.9,0.17,56.0,278.0,2012.0,44.87041536231884,3
590,1570,R NEELESWARAM AT HOSDURG,Kerala,29.0,6.5,7.0,14369.0,1.3,0.27,63.0,175.0,2012.0,55.09714347826086,2
591,1563,R NEYYAR AT AMARAVILA,Kerala,28.0,6.6,7.3,70.0,1.4,0.39,838.0,1875.0,2012.0,75.07809652173913,1
592,2284,R NEYYAR AT ARUVIPURAM,Kerala,29.0,7.0,7.3,60.0,0.8,0.18,631.0,1813.0,2012.0,63.229048695652175,2
593,2288,R PALLICKAL AT NELLIMUKAL,Kerala,26.0,6.3,7.2,97.0,0.8,0.56,357.0,880.0,2012.0,58.64968405797103,2
594,1156,PAMBA AT CHENGANNUR,Kerala,28.0,6.0,7.0,63.0,1.1,1.04,243.0,493.0,2012.0,56.71700492753624,2
595,1341,PAMBA AT THAKAZHY,Kerala,28.0,4.4,7.1,113.0,1.5,1.17,358.0,722.0,2012.0,72.3082895652174,2
596,1565,PAMBA DOWN,Kerala,28.0,4.5,7.2,79.0,1.0,1.04,279.0,537.0,2012.0,67.32890927536232,2
597,17,PERIYAR NEAR ALWAYENANELOOR,Kerala,28.0,5.1,6.9,1789.0,2.1,0.68,408.0,1946.0,2012.0,72.4693075362319,2
598,18,PERIYAR AT KALADY,Kerala,27.0,7.5,7.2,36.0,1.1,0.27,282.0,1134.0,2012.0,53.885493913043476,2
599,1338,PERIYAR AT SEWAGE DISCHARGE POINT,Kerala,28.0,6.8,7.0,59.0,1.3,0.32,648.0,2267.0,2012.0,63.89988927536232,2
600,2333,PERIYAR AT MUPPATHADAM,Kerala,28.0,6.8,6.9,114.0,1.4,0.23,388.0,1785.0,2012.0,57.19930927536233,2
601,2334,RIVER PERIYAR AT PATHALAM,Kerala,28.0,5.9,6.8,1108.0,2.2,0.62,386.0,1520.0,2012.0,67.03351188405797,2
602,2335,R PERIYAR AT KALAMASSERY,Kerala,28.0,4.9,6.7,88.0,2.2,0.28,480.0,2200.0,2012.0,72.07380811594203,2
603,2336,R PERIYAR AT PURAPPALLIKAVU,Kerala,28.0,6.8,6.9,1686.0,1.4,0.25,236.0,1223.0,2012.0,54.064495942029,2
604,3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",Kerala,28.0,7.1,6.9,45.0,1.2,0.29,451.0,1636.0,2012.0,55.33654840579711,2
605,2300,PERUVAMBA AT CHANDAPPURA,Kerala,26.0,6.9,6.6,56.0,1.1,0.3,177.0,542.0,2012.0,43.912955652173906,3
606,2303,R PULLUR AT PULLUR BR.,Kerala,28.0,6.5,6.3,49.0,1.0,0.22,87.0,323.0,2012.0,37.6966368115942,3
607,2290,R PUZHACKAL AT PUZHACKAL BRIDGE,Kerala,29.0,4.9,6.6,169.0,2.1,0.76,250.0,1241.0,2012.0,64.22892811594203,2
608,2305,R SHRIYA AT ANGADIMOGARU,Kerala,28.0,6.9,7.1,63.0,0.9,0.16,152.0,336.0,2012.0,50.21096898550724,1
609,2296,THALLASSERY AT PATHIPPALAM,Kerala,26.0,6.6,6.7,69.0,0.8,0.38,185.0,464.0,2012.0,44.60786318840581,3
610,2292,THIRUR AT THALAKKADATHUR BDG,Kerala,29.0,4.5,6.6,6381.0,2.1,0.34,196.0,435.0,2012.0,66.10327594202897,2
611,2306,R UPPALA AT  UPPALA BR.,Kerala,29.0,6.2,7.2,9326.0,1.3,0.22,61.0,141.0,2012.0,58.84579768115942,2
612,3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",Kerala,27.0,6.6,7.1,15158.0,1.1,0.26,126.0,810.0,2012.0,56.286143188405795,2
613,1442,VAMANAPURAM,Kerala,29.0,6.3,7.3,74.0,1.2,0.29,725.0,1813.0,2012.0,72.22996405797102,2
614,1448,NAGAVALLI AT THOTAPALLI REGULATOR,Andhra Pradesh,27.0,6.0,7.6,429.0,1.1,1.1,3.0,362.0,2012.0,61.88726492753622,2
615,2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",Andhra Pradesh,27.0,6.0,7.8,308.0,1.1,1.47,3.0,343.0,2012.0,65.36891826086958,2
616,3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",Andhra Pradesh,20.0,5.8,7.4,505.0,0.6,0.73,4.0,1517.0,2012.0,55.2039055072464,2
617,3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",Andhra Pradesh,24.0,6.1,7.5,465.0,0.5,0.34,4.0,1458.0,2012.0,54.54702463768116,2
618,1444,KALI AT D/S WEST COAST PAPER MILL,Karnataka,28.0,6.4,7.1,183.0,2.3,0.62,209.0,398.0,2012.0,66.35923710144927,2
619,2780,"KALI AT U/S OF WCPM, DANDELI",Karnataka,27.0,7.1,7.4,135.0,1.9,0.72,419.0,995.0,2012.0,69.43154173913045,2
620,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,Karnataka,32.0,6.7,7.2,103.0,1.0,0.52,11.0,70.0,2012.0,50.66788289855073,1
621,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,Karnataka,30.0,6.8,7.1,106.0,1.0,0.52,13.0,137.0,2012.0,48.51039594202899,3
