City,Date,AQI,AQI_Bucket
Ahmedabad,1/1/2015,,
Ahmedabad,1/2/2015,,
Ahmedabad,1/3/2015,,
Ahmedabad,1/4/2015,,
Ahmedabad,1/5/2015,,
Ahmedabad,1/6/2015,,
Ahmedabad,1/7/2015,,
Ahmedabad,1/8/2015,,
Ahmedabad,1/9/2015,,
Ahmedabad,1/10/2015,,
Ahmedabad,1/11/2015,,
Ahmedabad,1/12/2015,,
Ahmedabad,1/13/2015,,
Ahmedabad,1/14/2015,,
Ahmedabad,1/15/2015,,
Ahmedabad,1/16/2015,,
Ahmedabad,1/17/2015,,
Ahmedabad,1/18/2015,,
Ahmedabad,1/19/2015,,
Ahmedabad,1/20/2015,,
Ahmedabad,1/21/2015,,
Ahmedabad,1/22/2015,,
Ahmedabad,1/23/2015,,
Ahmedabad,1/24/2015,,
Ahmedabad,1/25/2015,,
Ahmedabad,1/26/2015,,
Ahmedabad,1/27/2015,,
Ahmedabad,1/28/2015,,
Ahmedabad,1/29/2015,209,Poor
Ahmedabad,1/30/2015,328,Very Poor
Ahmedabad,1/31/2015,514,Severe
Ahmedabad,2/1/2015,782,Severe
Ahmedabad,2/2/2015,914,Severe
Ahmedabad,2/3/2015,660,Severe
Ahmedabad,2/4/2015,294,Poor
Ahmedabad,2/5/2015,149,Moderate
Ahmedabad,2/6/2015,190,Moderate
Ahmedabad,2/7/2015,247,Poor
Ahmedabad,2/8/2015,379,Very Poor
Ahmedabad,2/9/2015,341,Very Poor
Ahmedabad,2/10/2015,256,Poor
Ahmedabad,2/11/2015,388,Very Poor
Ahmedabad,2/12/2015,288,Poor
Ahmedabad,2/13/2015,510,Severe
Ahmedabad,2/14/2015,761,Severe
Ahmedabad,2/15/2015,475,Severe
Ahmedabad,2/16/2015,536,Severe
Ahmedabad,2/17/2015,479,Severe
Ahmedabad,2/18/2015,592,Severe
Ahmedabad,2/19/2015,427,Severe
Ahmedabad,2/20/2015,588,Severe
Ahmedabad,2/21/2015,1141,Severe
Ahmedabad,2/22/2015,669,Severe
Ahmedabad,2/23/2015,1247,Severe
Ahmedabad,2/24/2015,411,Severe
Ahmedabad,2/25/2015,292,Poor
Ahmedabad,2/26/2015,,
Ahmedabad,2/27/2015,,
Ahmedabad,2/28/2015,,
Ahmedabad,3/1/2015,,
Ahmedabad,3/2/2015,189,Moderate
Ahmedabad,3/3/2015,408,Severe
Ahmedabad,3/4/2015,383,Very Poor
Ahmedabad,3/5/2015,780,Severe
Ahmedabad,3/6/2015,,
Ahmedabad,3/7/2015,,
Ahmedabad,3/8/2015,190,Moderate
Ahmedabad,3/9/2015,233,Poor
Ahmedabad,3/10/2015,297,Poor
Ahmedabad,3/11/2015,330,Very Poor
Ahmedabad,3/12/2015,252,Poor
Ahmedabad,3/13/2015,244,Poor
Ahmedabad,3/14/2015,234,Poor
Ahmedabad,3/15/2015,219,Poor
Ahmedabad,3/16/2015,118,Moderate
Ahmedabad,3/17/2015,231,Poor
Ahmedabad,3/18/2015,286,Poor
Ahmedabad,3/19/2015,883,Severe
Ahmedabad,3/20/2015,720,Severe
Ahmedabad,3/21/2015,570,Severe
Ahmedabad,3/22/2015,589,Severe
Ahmedabad,3/23/2015,818,Severe
Ahmedabad,3/24/2015,737,Severe
Ahmedabad,3/25/2015,585,Severe
Ahmedabad,3/26/2015,616,Severe
Ahmedabad,3/27/2015,437,Severe
Ahmedabad,3/28/2015,321,Very Poor
Ahmedabad,3/29/2015,372,Very Poor
Ahmedabad,3/30/2015,339,Very Poor
Ahmedabad,3/31/2015,339,Very Poor
Ahmedabad,4/1/2015,324,Very Poor
Ahmedabad,4/2/2015,222,Poor
Ahmedabad,4/3/2015,169,Moderate
Ahmedabad,4/4/2015,220,Poor
Ahmedabad,4/5/2015,,
Ahmedabad,4/6/2015,303,Very Poor
Ahmedabad,4/7/2015,314,Very Poor
Ahmedabad,4/8/2015,378,Very Poor
Ahmedabad,4/9/2015,415,Severe
Ahmedabad,4/10/2015,,
Ahmedabad,4/11/2015,126,Moderate
Ahmedabad,4/12/2015,175,Moderate
Ahmedabad,4/13/2015,226,Poor
Ahmedabad,4/14/2015,244,Poor
Ahmedabad,4/15/2015,315,Very Poor
Ahmedabad,4/16/2015,678,Severe
Ahmedabad,4/17/2015,774,Severe
Ahmedabad,4/18/2015,285,Poor
Ahmedabad,4/19/2015,321,Very Poor
Ahmedabad,4/20/2015,358,Very Poor
Ahmedabad,4/21/2015,357,Very Poor
Ahmedabad,4/22/2015,189,Moderate
Ahmedabad,4/23/2015,,
Ahmedabad,4/24/2015,214,Poor
Ahmedabad,4/25/2015,253,Poor
Ahmedabad,4/26/2015,239,Poor
Ahmedabad,4/27/2015,,
Ahmedabad,4/28/2015,,
Ahmedabad,4/29/2015,300,Poor
Ahmedabad,4/30/2015,317,Very Poor
Ahmedabad,5/1/2015,240,Poor
Ahmedabad,5/2/2015,344,Very Poor
Ahmedabad,5/3/2015,503,Severe
Ahmedabad,5/4/2015,308,Very Poor
Ahmedabad,5/5/2015,227,Poor
Ahmedabad,5/6/2015,120,Moderate
Ahmedabad,5/7/2015,158,Moderate
Ahmedabad,5/8/2015,177,Moderate
Ahmedabad,5/9/2015,201,Poor
Ahmedabad,5/10/2015,211,Poor
Ahmedabad,5/11/2015,221,Poor
Ahmedabad,5/12/2015,233,Poor
Ahmedabad,5/13/2015,481,Severe
Ahmedabad,5/14/2015,352,Very Poor
Ahmedabad,5/15/2015,327,Very Poor
Ahmedabad,5/16/2015,577,Severe
Ahmedabad,5/17/2015,411,Severe
Ahmedabad,5/18/2015,212,Poor
Ahmedabad,5/19/2015,280,Poor
Ahmedabad,5/20/2015,162,Moderate
Ahmedabad,5/21/2015,,
Ahmedabad,5/22/2015,569,Severe
Ahmedabad,5/23/2015,128,Moderate
Ahmedabad,5/24/2015,129,Moderate
Ahmedabad,5/25/2015,152,Moderate
Ahmedabad,5/26/2015,176,Moderate
Ahmedabad,5/27/2015,167,Moderate
Ahmedabad,5/28/2015,106,Moderate
Ahmedabad,5/29/2015,231,Poor
Ahmedabad,5/30/2015,327,Very Poor
Ahmedabad,5/31/2015,174,Moderate
Ahmedabad,6/1/2015,185,Moderate
Ahmedabad,6/2/2015,179,Moderate
Ahmedabad,6/3/2015,211,Poor
Ahmedabad,6/4/2015,192,Moderate
Ahmedabad,6/5/2015,310,Very Poor
Ahmedabad,6/6/2015,223,Poor
Ahmedabad,6/7/2015,192,Moderate
Ahmedabad,6/8/2015,191,Moderate
Ahmedabad,6/9/2015,184,Moderate
Ahmedabad,6/10/2015,220,Poor
Ahmedabad,6/11/2015,215,Poor
Ahmedabad,6/12/2015,226,Poor
Ahmedabad,6/13/2015,251,Poor
Ahmedabad,6/14/2015,216,Poor
Ahmedabad,6/15/2015,237,Poor
Ahmedabad,6/16/2015,198,Moderate
Ahmedabad,6/17/2015,195,Moderate
Ahmedabad,6/18/2015,187,Moderate
Ahmedabad,6/19/2015,181,Moderate
Ahmedabad,6/20/2015,179,Moderate
Ahmedabad,6/21/2015,188,Moderate
Ahmedabad,6/22/2015,190,Moderate
Ahmedabad,6/23/2015,185,Moderate
Ahmedabad,6/24/2015,189,Moderate
Ahmedabad,6/25/2015,196,Moderate
Ahmedabad,6/26/2015,201,Poor
Ahmedabad,6/27/2015,231,Poor
Ahmedabad,6/28/2015,196,Moderate
Ahmedabad,6/29/2015,220,Poor
Ahmedabad,6/30/2015,244,Poor
Ahmedabad,7/1/2015,223,Poor
Ahmedabad,7/2/2015,230,Poor
Ahmedabad,7/3/2015,243,Poor
Ahmedabad,7/4/2015,215,Poor
Ahmedabad,7/5/2015,199,Moderate
Ahmedabad,7/6/2015,200,Moderate
Ahmedabad,7/7/2015,226,Poor
Ahmedabad,7/8/2015,241,Poor
Ahmedabad,7/9/2015,222,Poor
Ahmedabad,7/10/2015,223,Poor
Ahmedabad,7/11/2015,248,Poor
Ahmedabad,7/12/2015,300,Poor
Ahmedabad,7/13/2015,232,Poor
Ahmedabad,7/14/2015,330,Very Poor
Ahmedabad,7/15/2015,223,Poor
Ahmedabad,7/16/2015,105,Moderate
Ahmedabad,7/17/2015,101,Moderate
Ahmedabad,7/18/2015,93,Satisfactory
Ahmedabad,7/19/2015,67,Satisfactory
Ahmedabad,7/20/2015,60,Satisfactory
Ahmedabad,7/21/2015,,
Ahmedabad,7/22/2015,90,Satisfactory
Ahmedabad,7/23/2015,78,Satisfactory
Ahmedabad,7/24/2015,48,Good
Ahmedabad,7/25/2015,53,Satisfactory
Ahmedabad,7/26/2015,91,Satisfactory
Ahmedabad,7/27/2015,70,Satisfactory
Ahmedabad,7/28/2015,157,Moderate
Ahmedabad,7/29/2015,158,Moderate
Ahmedabad,7/30/2015,169,Moderate
Ahmedabad,7/31/2015,174,Moderate
Ahmedabad,8/1/2015,173,Moderate
Ahmedabad,8/2/2015,172,Moderate
Ahmedabad,8/3/2015,190,Moderate
Ahmedabad,8/4/2015,171,Moderate
Ahmedabad,8/5/2015,168,Moderate
Ahmedabad,8/6/2015,172,Moderate
Ahmedabad,8/7/2015,173,Moderate
Ahmedabad,8/8/2015,175,Moderate
Ahmedabad,8/9/2015,179,Moderate
Ahmedabad,8/10/2015,174,Moderate
Ahmedabad,8/11/2015,176,Moderate
Ahmedabad,8/12/2015,179,Moderate
Ahmedabad,8/13/2015,175,Moderate
Ahmedabad,8/14/2015,177,Moderate
Ahmedabad,8/15/2015,175,Moderate
Ahmedabad,8/16/2015,174,Moderate
Ahmedabad,8/17/2015,179,Moderate
Ahmedabad,8/18/2015,177,Moderate
Ahmedabad,8/19/2015,180,Moderate
Ahmedabad,8/20/2015,274,Poor
Ahmedabad,8/21/2015,310,Very Poor
Ahmedabad,8/22/2015,303,Very Poor
Ahmedabad,8/23/2015,302,Very Poor
Ahmedabad,8/24/2015,302,Very Poor
Ahmedabad,8/25/2015,302,Very Poor
Ahmedabad,8/26/2015,302,Very Poor
Ahmedabad,8/27/2015,302,Very Poor
Ahmedabad,8/28/2015,302,Very Poor
Ahmedabad,8/29/2015,301,Very Poor
Ahmedabad,8/30/2015,302,Very Poor
Ahmedabad,8/31/2015,302,Very Poor
Ahmedabad,9/1/2015,302,Very Poor
Ahmedabad,9/2/2015,302,Very Poor
Ahmedabad,9/3/2015,301,Very Poor
Ahmedabad,9/4/2015,302,Very Poor
Ahmedabad,9/5/2015,301,Very Poor
Ahmedabad,9/6/2015,302,Very Poor
Ahmedabad,9/7/2015,301,Very Poor
Ahmedabad,9/8/2015,301,Very Poor
Ahmedabad,9/9/2015,,
Ahmedabad,9/10/2015,226,Poor
Ahmedabad,9/11/2015,276,Poor
Ahmedabad,9/12/2015,209,Poor
Ahmedabad,9/13/2015,179,Moderate
Ahmedabad,9/14/2015,197,Moderate
Ahmedabad,9/15/2015,229,Poor
Ahmedabad,9/16/2015,170,Moderate
Ahmedabad,9/17/2015,164,Moderate
Ahmedabad,9/18/2015,195,Moderate
Ahmedabad,9/19/2015,220,Poor
Ahmedabad,9/20/2015,,
Ahmedabad,9/21/2015,,
Ahmedabad,9/22/2015,217,Poor
Ahmedabad,9/23/2015,254,Poor
Ahmedabad,9/24/2015,241,Poor
Ahmedabad,9/25/2015,244,Poor
Ahmedabad,9/26/2015,243,Poor
Ahmedabad,9/27/2015,244,Poor
Ahmedabad,9/28/2015,327,Very Poor
Ahmedabad,9/29/2015,390,Very Poor
Ahmedabad,9/30/2015,231,Poor
Ahmedabad,10/1/2015,396,Very Poor
Ahmedabad,10/2/2015,731,Severe
Ahmedabad,10/3/2015,466,Severe
Ahmedabad,10/4/2015,230,Poor
Ahmedabad,10/5/2015,309,Very Poor
Ahmedabad,10/6/2015,519,Severe
Ahmedabad,10/7/2015,397,Very Poor
Ahmedabad,10/8/2015,517,Severe
Ahmedabad,10/9/2015,653,Severe
Ahmedabad,10/10/2015,355,Very Poor
Ahmedabad,10/11/2015,227,Poor
Ahmedabad,10/12/2015,316,Very Poor
Ahmedabad,10/13/2015,536,Severe
Ahmedabad,10/14/2015,370,Very Poor
Ahmedabad,10/15/2015,551,Severe
Ahmedabad,10/16/2015,393,Very Poor
Ahmedabad,10/17/2015,671,Severe
Ahmedabad,10/18/2015,969,Severe
Ahmedabad,10/19/2015,471,Severe
Ahmedabad,10/20/2015,529,Severe
Ahmedabad,10/21/2015,,
Ahmedabad,10/22/2015,213,Poor
Ahmedabad,10/23/2015,297,Poor
Ahmedabad,10/24/2015,605,Severe
Ahmedabad,10/25/2015,691,Severe
Ahmedabad,10/26/2015,971,Severe
Ahmedabad,10/27/2015,,
Ahmedabad,10/28/2015,270,Poor
Ahmedabad,10/29/2015,188,Moderate
Ahmedabad,10/30/2015,114,Moderate
Ahmedabad,10/31/2015,143,Moderate
Ahmedabad,11/1/2015,,
Ahmedabad,11/2/2015,,
Ahmedabad,11/3/2015,557,Severe
Ahmedabad,11/4/2015,,
Ahmedabad,11/5/2015,536,Severe
Ahmedabad,11/6/2015,354,Very Poor
Ahmedabad,11/7/2015,381,Very Poor
Ahmedabad,11/8/2015,355,Very Poor
Ahmedabad,11/9/2015,,
Ahmedabad,11/10/2015,,
Ahmedabad,11/11/2015,,
Ahmedabad,11/12/2015,,
Ahmedabad,11/13/2015,,
Ahmedabad,11/14/2015,,
Ahmedabad,11/15/2015,,
Ahmedabad,11/16/2015,,
Ahmedabad,11/17/2015,,
Ahmedabad,11/18/2015,,
Ahmedabad,11/19/2015,,
Ahmedabad,11/20/2015,,
Ahmedabad,11/21/2015,,
Ahmedabad,11/22/2015,,
Ahmedabad,11/23/2015,,
Ahmedabad,11/24/2015,,
Ahmedabad,11/25/2015,,
Ahmedabad,11/26/2015,,
Ahmedabad,11/27/2015,,
Ahmedabad,11/28/2015,,
Ahmedabad,11/29/2015,,
Ahmedabad,11/30/2015,,
Ahmedabad,12/1/2015,,
Ahmedabad,12/2/2015,,
Ahmedabad,12/3/2015,,
Ahmedabad,12/4/2015,,
Ahmedabad,12/5/2015,,
Ahmedabad,12/6/2015,,
Ahmedabad,12/7/2015,,
Ahmedabad,12/8/2015,,
Ahmedabad,12/9/2015,,
Ahmedabad,12/10/2015,,
Ahmedabad,12/11/2015,,
Ahmedabad,12/12/2015,,
Ahmedabad,12/13/2015,,
Ahmedabad,12/14/2015,,
Ahmedabad,12/15/2015,,
Ahmedabad,12/16/2015,,
Ahmedabad,12/17/2015,,
Ahmedabad,12/18/2015,,
Ahmedabad,12/19/2015,,
Ahmedabad,12/20/2015,,
Ahmedabad,12/21/2015,,
Ahmedabad,12/22/2015,,
Ahmedabad,12/23/2015,,
Ahmedabad,12/24/2015,,
Ahmedabad,12/25/2015,,
Ahmedabad,12/26/2015,,
Ahmedabad,12/27/2015,,
Ahmedabad,12/28/2015,,
Ahmedabad,12/29/2015,,
Ahmedabad,12/30/2015,,
Ahmedabad,12/31/2015,,
Ahmedabad,1/1/2016,,
Ahmedabad,1/2/2016,,
Ahmedabad,1/3/2016,,
Ahmedabad,1/4/2016,,
Ahmedabad,1/5/2016,,
Ahmedabad,1/6/2016,,
Ahmedabad,1/7/2016,,
Ahmedabad,1/8/2016,,
Ahmedabad,1/9/2016,,
Ahmedabad,1/10/2016,,
Ahmedabad,1/11/2016,,
Ahmedabad,1/12/2016,,
Ahmedabad,1/13/2016,,
Ahmedabad,1/14/2016,,
Ahmedabad,1/15/2016,,
Ahmedabad,1/16/2016,,
Ahmedabad,1/17/2016,,
Ahmedabad,1/18/2016,,
Ahmedabad,1/19/2016,,
Ahmedabad,1/20/2016,,
Ahmedabad,1/21/2016,,
Ahmedabad,1/22/2016,,
Ahmedabad,1/23/2016,,
Ahmedabad,1/24/2016,,
Ahmedabad,1/25/2016,,
Ahmedabad,1/26/2016,,
Ahmedabad,1/27/2016,,
Ahmedabad,1/28/2016,,
Ahmedabad,1/29/2016,,
Ahmedabad,1/30/2016,,
Ahmedabad,1/31/2016,,
Ahmedabad,2/1/2016,,
Ahmedabad,2/2/2016,,
Ahmedabad,2/3/2016,,
Ahmedabad,2/4/2016,,
Ahmedabad,2/5/2016,,
Ahmedabad,2/6/2016,,
Ahmedabad,2/7/2016,,
Ahmedabad,2/8/2016,,
Ahmedabad,2/9/2016,,
Ahmedabad,2/10/2016,,
Ahmedabad,2/11/2016,,
Ahmedabad,2/12/2016,,
Ahmedabad,2/13/2016,,
Ahmedabad,2/14/2016,,
Ahmedabad,2/15/2016,,
Ahmedabad,2/16/2016,,
Ahmedabad,2/17/2016,,
Ahmedabad,2/18/2016,,
Ahmedabad,2/19/2016,,
Ahmedabad,2/20/2016,,
Ahmedabad,2/21/2016,,
Ahmedabad,2/22/2016,,
Ahmedabad,2/23/2016,,
Ahmedabad,2/24/2016,,
Ahmedabad,2/25/2016,,
Ahmedabad,2/26/2016,,
Ahmedabad,2/27/2016,,
Ahmedabad,2/28/2016,,
Ahmedabad,2/29/2016,,
Ahmedabad,3/1/2016,,
Ahmedabad,3/2/2016,,
Ahmedabad,3/3/2016,,
Ahmedabad,3/4/2016,,
Ahmedabad,3/5/2016,,
Ahmedabad,3/6/2016,,
Ahmedabad,3/7/2016,,
Ahmedabad,3/8/2016,,
Ahmedabad,3/9/2016,,
Ahmedabad,3/10/2016,,
Ahmedabad,3/11/2016,,
Ahmedabad,3/12/2016,,
Ahmedabad,3/13/2016,,
Ahmedabad,3/14/2016,,
Ahmedabad,3/15/2016,,
Ahmedabad,3/16/2016,,
Ahmedabad,3/17/2016,,
Ahmedabad,3/18/2016,,
Ahmedabad,3/19/2016,,
Ahmedabad,3/20/2016,,
Ahmedabad,3/21/2016,,
Ahmedabad,3/22/2016,,
Ahmedabad,3/23/2016,,
Ahmedabad,3/24/2016,,
Ahmedabad,3/25/2016,,
Ahmedabad,3/26/2016,,
Ahmedabad,3/27/2016,,
Ahmedabad,3/28/2016,,
Ahmedabad,3/29/2016,,
Ahmedabad,3/30/2016,,
Ahmedabad,3/31/2016,,
Ahmedabad,4/1/2016,,
Ahmedabad,4/2/2016,,
Ahmedabad,4/3/2016,,
Ahmedabad,4/4/2016,,
Ahmedabad,4/5/2016,,
Ahmedabad,4/6/2016,,
Ahmedabad,4/7/2016,,
Ahmedabad,4/8/2016,,
Ahmedabad,4/9/2016,,
Ahmedabad,4/10/2016,,
Ahmedabad,4/11/2016,,
Ahmedabad,4/12/2016,,
Ahmedabad,4/13/2016,,
Ahmedabad,4/14/2016,,
Ahmedabad,4/15/2016,,
Ahmedabad,4/16/2016,,
Ahmedabad,4/17/2016,,
Ahmedabad,4/18/2016,,
Ahmedabad,4/19/2016,,
Ahmedabad,4/20/2016,,
Ahmedabad,4/21/2016,,
Ahmedabad,4/22/2016,,
Ahmedabad,4/23/2016,,
Ahmedabad,4/24/2016,,
Ahmedabad,4/25/2016,,
Ahmedabad,4/26/2016,,
Ahmedabad,4/27/2016,,
Ahmedabad,4/28/2016,,
Ahmedabad,4/29/2016,,
Ahmedabad,4/30/2016,,
Ahmedabad,5/1/2016,,
Ahmedabad,5/2/2016,,
Ahmedabad,5/3/2016,,
Ahmedabad,5/4/2016,,
Ahmedabad,5/5/2016,,
Ahmedabad,5/6/2016,,
Ahmedabad,5/7/2016,,
Ahmedabad,5/8/2016,,
Ahmedabad,5/9/2016,,
Ahmedabad,5/10/2016,,
Ahmedabad,5/11/2016,,
Ahmedabad,5/12/2016,,
Ahmedabad,5/13/2016,,
Ahmedabad,5/14/2016,,
Ahmedabad,5/15/2016,,
Ahmedabad,5/16/2016,,
Ahmedabad,5/17/2016,,
Ahmedabad,5/18/2016,,
Ahmedabad,5/19/2016,,
Ahmedabad,5/20/2016,,
Ahmedabad,5/21/2016,,
Ahmedabad,5/22/2016,,
Ahmedabad,5/23/2016,,
Ahmedabad,5/24/2016,,
Ahmedabad,5/25/2016,,
Ahmedabad,5/26/2016,,
Ahmedabad,5/27/2016,,
Ahmedabad,5/28/2016,,
Ahmedabad,5/29/2016,,
Ahmedabad,5/30/2016,,
Ahmedabad,5/31/2016,,
Ahmedabad,6/1/2016,,
Ahmedabad,6/2/2016,,
Ahmedabad,6/3/2016,,
Ahmedabad,6/4/2016,,
Ahmedabad,6/5/2016,,
Ahmedabad,6/6/2016,,
Ahmedabad,6/7/2016,,
Ahmedabad,6/8/2016,,
Ahmedabad,6/9/2016,,
Ahmedabad,6/10/2016,,
Ahmedabad,6/11/2016,,
Ahmedabad,6/12/2016,,
Ahmedabad,6/13/2016,,
Ahmedabad,6/14/2016,,
Ahmedabad,6/15/2016,,
Ahmedabad,6/16/2016,,
Ahmedabad,6/17/2016,,
Ahmedabad,6/18/2016,,
Ahmedabad,6/19/2016,,
Ahmedabad,6/20/2016,,
Ahmedabad,6/21/2016,,
Ahmedabad,6/22/2016,,
Ahmedabad,6/23/2016,,
Ahmedabad,6/24/2016,,
Ahmedabad,6/25/2016,,
Ahmedabad,6/26/2016,,
Ahmedabad,6/27/2016,,
Ahmedabad,6/28/2016,272,Poor
Ahmedabad,6/29/2016,253,Poor
Ahmedabad,6/30/2016,256,Poor
Ahmedabad,7/1/2016,257,Poor
Ahmedabad,7/2/2016,213,Poor
Ahmedabad,7/3/2016,218,Poor
Ahmedabad,7/4/2016,214,Poor
Ahmedabad,7/5/2016,207,Poor
Ahmedabad,7/6/2016,169,Moderate
Ahmedabad,7/7/2016,,
Ahmedabad,7/8/2016,,
Ahmedabad,7/9/2016,,
Ahmedabad,7/10/2016,,
Ahmedabad,7/11/2016,,
Ahmedabad,7/12/2016,,
Ahmedabad,7/13/2016,,
Ahmedabad,7/14/2016,1842,Severe
Ahmedabad,7/15/2016,72,Satisfactory
Ahmedabad,7/16/2016,91,Satisfactory
Ahmedabad,7/17/2016,124,Moderate
Ahmedabad,7/18/2016,145,Moderate
Ahmedabad,7/19/2016,499,Severe
Ahmedabad,7/20/2016,557,Severe
Ahmedabad,7/21/2016,114,Moderate
Ahmedabad,7/22/2016,148,Moderate
Ahmedabad,7/23/2016,99,Satisfactory
Ahmedabad,7/24/2016,117,Moderate
Ahmedabad,7/25/2016,275,Poor
Ahmedabad,7/26/2016,183,Moderate
Ahmedabad,7/27/2016,336,Very Poor
Ahmedabad,7/28/2016,468,Severe
Ahmedabad,7/29/2016,776,Severe
Ahmedabad,7/30/2016,805,Severe
Ahmedabad,7/31/2016,705,Severe
Ahmedabad,8/1/2016,740,Severe
Ahmedabad,8/2/2016,751,Severe
Ahmedabad,8/3/2016,798,Severe
Ahmedabad,8/4/2016,494,Severe
Ahmedabad,8/5/2016,234,Poor
Ahmedabad,8/6/2016,,
Ahmedabad,8/7/2016,,
Ahmedabad,8/8/2016,327,Very Poor
Ahmedabad,8/9/2016,257,Poor
Ahmedabad,8/10/2016,300,Poor
Ahmedabad,8/11/2016,309,Very Poor
Ahmedabad,8/12/2016,316,Very Poor
Ahmedabad,8/13/2016,296,Poor
Ahmedabad,8/14/2016,240,Poor
Ahmedabad,8/15/2016,220,Poor
Ahmedabad,8/16/2016,460,Severe
Ahmedabad,8/17/2016,341,Very Poor
Ahmedabad,8/18/2016,216,Poor
Ahmedabad,8/19/2016,174,Moderate
Ahmedabad,8/20/2016,252,Poor
Ahmedabad,8/21/2016,283,Poor
Ahmedabad,8/22/2016,282,Poor
Ahmedabad,8/23/2016,189,Moderate
Ahmedabad,8/24/2016,204,Poor
Ahmedabad,8/25/2016,207,Poor
Ahmedabad,8/26/2016,218,Poor
Ahmedabad,8/27/2016,243,Poor
Ahmedabad,8/28/2016,219,Poor
Ahmedabad,8/29/2016,247,Poor
Ahmedabad,8/30/2016,235,Poor
Ahmedabad,8/31/2016,234,Poor
Ahmedabad,9/1/2016,217,Poor
Ahmedabad,9/2/2016,222,Poor
Ahmedabad,9/3/2016,241,Poor
Ahmedabad,9/4/2016,225,Poor
Ahmedabad,9/5/2016,241,Poor
Ahmedabad,9/6/2016,237,Poor
Ahmedabad,9/7/2016,251,Poor
Ahmedabad,9/8/2016,220,Poor
Ahmedabad,9/9/2016,221,Poor
Ahmedabad,9/10/2016,226,Poor
Ahmedabad,9/11/2016,208,Poor
Ahmedabad,9/12/2016,190,Moderate
Ahmedabad,9/13/2016,250,Poor
Ahmedabad,9/14/2016,280,Poor
Ahmedabad,9/15/2016,306,Very Poor
Ahmedabad,9/16/2016,249,Poor
Ahmedabad,9/17/2016,213,Poor
Ahmedabad,9/18/2016,135,Moderate
Ahmedabad,9/19/2016,,
Ahmedabad,9/20/2016,,
Ahmedabad,9/21/2016,,
Ahmedabad,9/22/2016,268,Poor
Ahmedabad,9/23/2016,267,Poor
Ahmedabad,9/24/2016,216,Poor
Ahmedabad,9/25/2016,212,Poor
Ahmedabad,9/26/2016,214,Poor
Ahmedabad,9/27/2016,222,Poor
Ahmedabad,9/28/2016,216,Poor
Ahmedabad,9/29/2016,236,Poor
Ahmedabad,9/30/2016,225,Poor
Ahmedabad,10/1/2016,231,Poor
Ahmedabad,10/2/2016,298,Poor
Ahmedabad,10/3/2016,267,Poor
Ahmedabad,10/4/2016,236,Poor
Ahmedabad,10/5/2016,,
Ahmedabad,10/6/2016,301,Very Poor
Ahmedabad,10/7/2016,311,Very Poor
Ahmedabad,10/8/2016,313,Very Poor
Ahmedabad,10/9/2016,267,Poor
Ahmedabad,10/10/2016,232,Poor
Ahmedabad,10/11/2016,229,Poor
Ahmedabad,10/12/2016,227,Poor
Ahmedabad,10/13/2016,236,Poor
Ahmedabad,10/14/2016,326,Very Poor
Ahmedabad,10/15/2016,395,Very Poor
Ahmedabad,10/16/2016,507,Severe
Ahmedabad,10/17/2016,423,Severe
Ahmedabad,10/18/2016,315,Very Poor
Ahmedabad,10/19/2016,213,Poor
Ahmedabad,10/20/2016,263,Poor
Ahmedabad,10/21/2016,355,Very Poor
Ahmedabad,10/22/2016,362,Very Poor
Ahmedabad,10/23/2016,236,Poor
Ahmedabad,10/24/2016,192,Moderate
Ahmedabad,10/25/2016,230,Poor
Ahmedabad,10/26/2016,278,Poor
Ahmedabad,10/27/2016,390,Very Poor
Ahmedabad,10/28/2016,509,Severe
Ahmedabad,10/29/2016,472,Severe
Ahmedabad,10/30/2016,457,Severe
Ahmedabad,10/31/2016,721,Severe
Ahmedabad,11/1/2016,420,Severe
Ahmedabad,11/2/2016,417,Severe
Ahmedabad,11/3/2016,390,Very Poor
Ahmedabad,11/4/2016,361,Very Poor
Ahmedabad,11/5/2016,,
Ahmedabad,11/6/2016,,
Ahmedabad,11/7/2016,,
Ahmedabad,11/8/2016,,
Ahmedabad,11/9/2016,,
Ahmedabad,11/10/2016,,
Ahmedabad,11/11/2016,,
Ahmedabad,11/12/2016,,
Ahmedabad,11/13/2016,,
Ahmedabad,11/14/2016,,
Ahmedabad,11/15/2016,,
Ahmedabad,11/16/2016,,
Ahmedabad,11/17/2016,,
Ahmedabad,11/18/2016,,
Ahmedabad,11/19/2016,,
Ahmedabad,11/20/2016,,
Ahmedabad,11/21/2016,,
Ahmedabad,11/22/2016,,
Ahmedabad,11/23/2016,,
Ahmedabad,11/24/2016,,
Ahmedabad,11/25/2016,,
Ahmedabad,11/26/2016,,
Ahmedabad,11/27/2016,,
Ahmedabad,11/28/2016,,
Ahmedabad,11/29/2016,,
Ahmedabad,11/30/2016,,
Ahmedabad,12/1/2016,,
Ahmedabad,12/2/2016,,
Ahmedabad,12/3/2016,,
Ahmedabad,12/4/2016,,
Ahmedabad,12/5/2016,,
Ahmedabad,12/6/2016,,
Ahmedabad,12/7/2016,,
Ahmedabad,12/8/2016,,
Ahmedabad,12/9/2016,,
Ahmedabad,12/10/2016,,
Ahmedabad,12/11/2016,,
Ahmedabad,12/12/2016,,
Ahmedabad,12/13/2016,,
Ahmedabad,12/14/2016,,
Ahmedabad,12/15/2016,,
Ahmedabad,12/16/2016,,
Ahmedabad,12/17/2016,,
